Date,Last Value
2016-02-02 00:00:00,53
2016-02-03 00:00:00,52.16
2016-02-04 00:00:00,52
2016-02-05 00:00:00,50.16
2016-02-08 00:00:00,49.41
2016-02-09 00:00:00,49.279999
2016-02-10 00:00:00,49.709999
2016-02-11 00:00:00,49.689999
2016-02-12 00:00:00,50.5
2016-02-16 00:00:00,51.09
2016-02-17 00:00:00,52.419998
2016-02-18 00:00:00,52.189999
2016-02-19 00:00:00,51.82
2016-02-22 00:00:00,52.650002
2016-02-23 00:00:00,51.18
2016-02-24 00:00:00,51.360001
2016-02-25 00:00:00,52.099998
2016-02-26 00:00:00,51.299999
2016-02-29 00:00:00,50.880001
2016-03-01 00:00:00,52.580002
2016-03-02 00:00:00,52.950001
2016-03-03 00:00:00,52.349998
2016-03-04 00:00:00,52.029999
2016-03-07 00:00:00,51.029999
2016-03-08 00:00:00,51.650002
2016-03-09 00:00:00,52.84
2016-03-10 00:00:00,52.049999
2016-03-11 00:00:00,53.07
2016-03-14 00:00:00,53.169998
2016-03-15 00:00:00,53.59
2016-03-16 00:00:00,54.349998
2016-03-17 00:00:00,54.66
2016-03-18 00:00:00,53.490002
2016-03-21 00:00:00,53.860001
2016-03-22 00:00:00,54.07
2016-03-23 00:00:00,53.970001
2016-03-24 00:00:00,54.209999
2016-03-28 00:00:00,53.540001
2016-03-29 00:00:00,54.709999
2016-03-30 00:00:00,55.049999
2016-03-31 00:00:00,55.23
2016-04-01 00:00:00,55.57
2016-04-04 00:00:00,55.43
2016-04-05 00:00:00,54.560001
2016-04-06 00:00:00,55.119999
2016-04-07 00:00:00,54.459999
2016-04-08 00:00:00,54.419998
2016-04-11 00:00:00,54.310001
2016-04-12 00:00:00,54.650002
2016-04-13 00:00:00,55.349998
2016-04-14 00:00:00,55.360001
2016-04-15 00:00:00,55.650002
2016-04-18 00:00:00,56.459999
2016-04-19 00:00:00,56.389999
2016-04-20 00:00:00,55.59
2016-04-21 00:00:00,55.779999
2016-04-22 00:00:00,51.779999
2016-04-25 00:00:00,52.110001
2016-04-26 00:00:00,51.439999
2016-04-27 00:00:00,50.939999
2016-04-28 00:00:00,49.900002
2016-04-29 00:00:00,49.869999
2016-05-02 00:00:00,50.610001
2016-05-03 00:00:00,49.779999
2016-05-04 00:00:00,49.869999
2016-05-05 00:00:00,49.939999
2016-05-06 00:00:00,50.389999
2016-05-09 00:00:00,50.07
2016-05-10 00:00:00,51.02
2016-05-11 00:00:00,51.049999
2016-05-12 00:00:00,51.509998
2016-05-13 00:00:00,51.080002
2016-05-16 00:00:00,51.830002
2016-05-17 00:00:00,50.509998
2016-05-18 00:00:00,50.810001
2016-05-19 00:00:00,50.32
2016-05-20 00:00:00,50.619999
2016-05-23 00:00:00,50.029999
2016-05-24 00:00:00,51.59
2016-05-25 00:00:00,52.119999
2016-05-26 00:00:00,51.889999
2016-05-27 00:00:00,52.32
2016-05-31 00:00:00,53
2016-06-01 00:00:00,52.849998
2016-06-02 00:00:00,52.48
2016-06-03 00:00:00,51.790001
2016-06-06 00:00:00,52.130001
2016-06-07 00:00:00,52.099998
2016-06-08 00:00:00,52.040001
2016-06-09 00:00:00,51.619999
2016-06-10 00:00:00,51.48
2016-06-13 00:00:00,50.139999
2016-06-14 00:00:00,49.830002
2016-06-15 00:00:00,49.689999
2016-06-16 00:00:00,50.389999
2016-06-17 00:00:00,50.130001
2016-06-20 00:00:00,50.07
2016-06-21 00:00:00,51.189999
2016-06-22 00:00:00,50.990002
2016-06-23 00:00:00,51.91
2016-06-24 00:00:00,49.830002
2016-06-27 00:00:00,48.43
2016-06-28 00:00:00,49.439999
2016-06-29 00:00:00,50.540001
2016-06-30 00:00:00,51.169998
2016-07-01 00:00:00,51.16
2016-07-05 00:00:00,51.169998
2016-07-06 00:00:00,51.380001
2016-07-07 00:00:00,51.380001
2016-07-08 00:00:00,52.299999
2016-07-11 00:00:00,52.59
